xxx@MacBookPro quoto % clear






























































xxx@MacBookPro quoto % python3 -m http.server 8332
Serving HTTP on :: port 8332 (http://[::]:8332/) ...
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:28] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:28] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:29] code 404, message File not found
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:29] "GET /favicon.ico HTTP/1.1" 404 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:30] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:48] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:48] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:59] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:01:59] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:03:14] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:03:14] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:03:44] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:03:44] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:03:55] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:03:55] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:34] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:34] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:36] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:36] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:42] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:42] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:49] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:49] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:50] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:50] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:50] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:51] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:07:51] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:08:47] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:08:47] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:09:09] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:09:09] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:09:48] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:09:48] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:01] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:01] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:09] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:09] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:13] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:13] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:20] "GET / HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:20] "GET /main.css HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:32] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:32] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:37] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:37] "GET /main.css HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [22/Jul/2026 13:10:48] "GET / HTTP/1.1" 200 -
